,age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,Predicted Income
45414,30,4,356015,7,3,5,1,0,1,0,0,40,25,<=50K
45415,47,4,278900,9,2,2,0,4,1,0,0,40,39,<=50K
45416,24,4,142528,10,4,12,3,4,1,0,0,20,39,<=50K
45417,50,0,343014,10,2,3,0,2,1,0,0,40,39,>50K
45418,29,4,201017,14,4,10,1,4,1,0,0,55,34,<=50K
45419,31,6,81030,16,2,10,0,4,1,0,0,40,39,>50K
45420,40,6,34007,9,2,4,0,4,1,0,0,70,39,<=50K
45421,31,4,29662,10,4,12,1,4,0,0,0,60,39,<=50K
45422,53,4,347446,5,2,6,0,2,1,0,0,40,39,<=50K
45423,33,4,90668,9,4,0,1,4,0,0,0,40,39,<=50K
45424,43,4,190403,13,2,8,0,4,1,0,0,40,39,>50K
45425,56,4,109015,10,2,3,5,4,0,7688,0,50,39,>50K
45426,38,4,234807,13,2,3,5,4,0,0,0,50,39,>50K
45427,18,4,157131,7,4,12,3,4,0,0,0,30,39,<=50K
45428,50,4,94081,9,2,3,0,4,1,0,0,40,39,>50K
45429,78,4,135566,9,6,12,4,4,0,2329,0,12,39,<=50K
45430,27,4,103164,7,2,2,0,4,1,0,0,40,39,<=50K
45431,19,4,570002,10,4,12,3,4,0,0,0,25,39,<=50K
45432,24,7,215797,13,4,13,1,4,0,0,0,40,39,<=50K
45433,20,4,289405,10,4,12,3,4,1,0,1602,15,39,<=50K
45434,25,4,239461,14,4,10,3,4,1,0,0,35,39,<=50K
45435,34,4,101510,13,0,12,1,4,0,0,0,50,39,<=50K
45436,30,5,443546,11,2,12,0,4,1,0,0,35,39,>50K
45437,37,0,141029,14,0,10,1,4,0,0,0,40,39,<=50K
45438,38,4,207202,9,2,6,0,4,1,0,0,48,39,>50K
45439,67,8,137192,9,2,0,0,1,1,0,0,12,30,<=50K
45440,35,4,222989,9,2,14,0,4,1,0,0,30,39,<=50K
45441,75,6,36325,9,2,4,0,4,1,0,0,30,39,<=50K
45442,47,4,73394,10,2,3,5,4,0,0,0,50,39,<=50K
45443,23,4,249046,6,2,5,0,4,1,0,0,40,39,<=50K
45444,51,0,100653,9,0,0,1,4,0,0,0,8,39,<=50K
45445,42,1,1125613,9,0,8,1,2,1,0,0,40,39,<=50K
45446,32,4,101352,10,2,13,5,4,0,0,0,32,39,<=50K
45447,54,4,340476,9,5,12,4,4,0,0,0,35,39,<=50K
45448,20,4,192711,10,4,5,3,4,0,0,0,40,39,<=50K
45449,39,4,273362,9,2,2,0,4,1,0,0,40,39,<=50K
45450,41,4,100451,9,2,2,0,4,1,7688,0,38,39,>50K
45451,35,4,85399,9,4,6,1,4,0,0,0,40,39,<=50K
45452,45,1,168191,13,2,2,0,4,1,0,0,35,39,>50K
45453,27,4,153475,13,4,12,1,4,0,0,0,40,39,<=50K
45454,61,6,196773,4,2,12,0,4,1,0,0,30,39,<=50K
45455,41,4,180138,9,4,12,1,4,1,0,0,50,39,<=50K
45456,22,4,48347,10,4,13,3,4,1,0,0,40,39,<=50K
45457,55,4,175071,10,2,2,0,2,1,15024,0,40,39,>50K
45458,66,3,129476,13,2,7,0,4,1,0,0,6,39,<=50K
45459,25,4,181772,10,2,2,0,4,1,0,0,40,39,<=50K
45460,20,4,284317,10,4,8,3,4,0,0,0,35,39,<=50K
45461,20,4,237305,10,4,6,2,2,0,0,0,35,39,<=50K
45462,67,5,111321,13,2,3,0,4,1,0,0,16,39,>50K
45463,44,4,278476,10,2,12,0,4,1,0,0,60,39,>50K
45464,42,4,39060,9,2,12,0,4,1,0,0,60,39,<=50K
45465,29,1,205262,10,4,0,1,3,1,0,0,40,6,<=50K
45466,48,4,198000,10,4,2,4,4,0,0,0,38,39,<=50K
45467,25,4,397962,9,4,0,2,2,0,0,0,40,39,<=50K
45468,31,4,178370,9,0,8,4,4,0,0,0,99,39,<=50K
45469,48,4,121253,13,3,12,4,4,0,0,2472,70,39,>50K
45470,40,4,56072,14,0,10,1,4,1,0,0,20,39,<=50K
45471,26,4,176756,10,2,12,0,4,1,0,0,40,39,<=50K
45472,28,4,60374,9,2,8,3,4,0,0,0,35,39,<=50K
45473,52,4,165681,10,2,2,0,4,1,0,0,40,39,>50K
45474,41,6,287037,9,2,10,0,4,1,0,0,40,39,<=50K
45475,39,6,55568,13,2,4,5,4,0,0,0,50,39,<=50K
45476,48,4,155509,9,4,0,1,2,0,0,0,16,38,<=50K
45477,19,4,201178,9,4,12,1,4,0,0,0,30,39,<=50K
45478,27,4,37250,10,2,6,0,4,1,0,1651,40,39,<=50K
45479,59,4,314149,11,2,12,0,4,1,0,1740,50,39,<=50K
45480,19,4,264593,10,4,12,2,4,1,0,0,40,39,<=50K
45481,32,4,159589,9,4,5,3,4,1,0,0,50,39,<=50K
45482,39,4,454915,9,4,5,2,4,1,0,0,40,39,<=50K
45483,33,4,285131,9,2,2,0,4,1,0,0,40,39,<=50K
45484,38,4,150057,9,4,5,1,4,1,0,0,40,39,<=50K
45485,27,4,55390,10,4,4,3,4,1,0,0,45,39,<=50K
45486,23,4,314894,9,4,3,3,4,0,0,0,45,39,<=50K
45487,59,3,184948,11,0,7,1,4,1,0,0,48,39,<=50K
45488,25,1,124483,13,4,0,1,1,1,0,0,20,18,<=50K
45489,37,5,97986,12,2,12,0,4,1,0,0,68,39,>50K
45490,31,4,210562,9,2,14,0,4,1,0,0,65,39,<=50K
45491,24,4,233280,12,4,12,3,4,0,0,0,37,39,<=50K
45492,53,1,164300,13,0,0,4,4,0,0,0,38,5,<=50K
45493,26,4,227489,10,4,5,2,2,1,0,0,40,27,<=50K
45494,25,4,263773,10,2,0,5,4,0,0,0,40,39,<=50K
45495,59,4,96459,7,4,6,1,4,1,0,0,40,39,<=50K
45496,39,0,116608,9,0,0,4,4,0,0,0,40,39,<=50K
45497,28,4,180007,10,4,5,3,4,1,0,0,40,39,<=50K
45498,22,4,305466,9,4,5,1,4,1,0,0,40,39,<=50K
45499,20,4,238917,9,4,2,2,4,1,0,0,40,7,<=50K
45500,25,4,129784,10,4,8,3,4,0,0,0,40,39,<=50K
45501,27,4,367390,10,4,2,4,4,1,0,0,50,39,<=50K
45502,20,4,235691,9,4,12,4,4,1,0,0,40,39,<=50K
45503,63,3,166425,10,6,7,1,2,0,0,0,24,39,<=50K
45504,43,6,160369,6,0,4,4,4,1,0,0,25,39,<=50K
45505,39,4,206298,10,0,0,1,4,0,0,0,40,39,<=50K
45506,27,4,183523,13,4,10,1,4,1,0,0,45,39,<=50K
45507,17,4,217342,6,4,12,3,4,0,0,0,5,39,<=50K
45508,40,7,141858,15,2,10,0,4,1,0,0,72,39,>50K
45509,50,4,213296,10,2,2,0,4,1,0,0,48,39,>50K
45510,23,5,201682,13,4,0,3,4,0,0,0,35,39,<=50K
45511,60,4,178312,9,2,12,0,4,1,7298,0,65,39,>50K
45512,30,4,269723,9,4,3,1,4,0,0,0,40,39,<=50K
45513,24,4,200593,9,2,5,0,4,1,0,0,50,39,<=50K
45514,23,4,32616,13,4,0,3,4,0,0,0,20,39,<=50K
45515,24,4,259510,13,2,10,0,4,1,5013,0,30,39,<=50K
45516,45,6,271828,13,2,2,0,4,1,0,0,20,39,<=50K
45517,58,5,78104,10,2,3,0,4,1,7298,0,60,39,>50K
45518,22,4,113703,10,4,12,2,4,1,0,0,20,39,<=50K
45519,41,4,187802,10,4,5,1,4,1,0,0,40,39,<=50K
45520,48,4,440706,4,2,6,0,4,1,0,0,40,39,<=50K
45521,31,4,191834,9,0,6,2,4,1,0,0,40,39,<=50K
45522,33,4,149184,15,2,10,0,4,1,0,1977,50,39,>50K
45523,49,5,315998,13,2,3,0,4,1,0,0,50,39,>50K
45524,30,4,159589,13,2,10,0,4,1,7688,0,50,39,>50K
45525,38,4,60313,9,4,2,1,4,1,0,0,40,39,<=50K
45526,58,1,32855,9,2,14,0,4,1,0,0,48,39,<=50K
45527,58,4,142326,13,0,10,1,4,0,0,0,50,39,<=50K
45528,61,6,201965,9,2,3,0,4,1,0,0,40,39,<=50K
45529,58,4,172333,9,2,12,0,4,1,7688,0,40,39,>50K
45530,32,4,206541,11,2,13,0,4,1,0,0,45,39,>50K
45531,33,6,177828,9,0,2,1,4,1,0,0,50,39,<=50K
45532,28,4,303440,13,5,3,1,4,0,0,0,50,39,<=50K
45533,22,4,89991,10,4,8,3,4,0,0,0,11,39,<=50K
45534,35,4,186009,9,2,2,0,4,1,0,0,40,39,<=50K
45535,59,4,170988,9,2,12,0,4,1,0,0,55,39,>50K
45536,45,5,180239,15,2,3,0,1,1,7688,0,40,27,>50K
45537,50,6,213654,9,2,12,0,2,1,0,0,40,39,<=50K
45538,56,5,32316,8,6,3,1,4,0,0,0,40,39,<=50K
45539,36,6,150371,9,4,2,1,4,1,0,0,40,39,<=50K
45540,18,3,387871,6,4,7,3,4,1,0,0,30,39,<=50K
45541,28,4,314649,10,2,12,0,0,1,0,0,60,39,<=50K
45542,42,4,240255,11,2,10,0,2,1,0,0,40,39,>50K
45543,60,4,206339,9,2,8,0,4,1,0,0,40,39,<=50K
45544,41,5,230168,10,2,12,0,4,1,0,0,91,39,>50K
45545,42,4,171424,13,2,13,0,4,1,7298,0,45,39,>50K
45546,36,4,148581,9,2,2,0,4,1,0,0,55,39,<=50K
45547,52,1,89705,14,2,10,0,4,1,0,0,40,39,>50K
45548,42,6,248406,9,2,14,0,4,1,0,0,40,39,<=50K
45549,26,1,72594,10,2,11,0,4,1,0,0,55,39,<=50K
45550,31,1,137537,13,0,10,4,4,0,0,0,40,39,<=50K
45551,47,4,225065,3,5,12,4,4,0,0,0,40,25,<=50K
45552,35,4,217274,10,2,6,0,4,1,0,0,50,39,>50K
45553,19,4,69151,5,4,5,3,4,1,0,0,25,39,<=50K
45554,59,6,81107,10,2,12,5,4,0,0,0,80,39,<=50K
45555,38,4,205852,13,2,3,0,4,1,0,0,40,39,>50K
45556,36,4,201117,13,2,3,0,4,1,0,0,50,39,>50K
45557,35,4,397307,14,4,3,1,4,0,0,0,55,39,<=50K
45558,39,4,115422,9,2,4,0,4,1,0,0,30,39,<=50K
45559,64,4,114994,10,5,8,1,4,1,0,0,40,39,<=50K
45560,17,1,39815,6,4,8,3,4,0,0,0,25,39,<=50K
45561,49,4,151584,10,2,8,0,4,1,0,0,32,39,>50K
45562,19,4,164938,10,4,8,3,4,0,0,0,25,39,<=50K
45563,36,6,179896,9,2,10,5,4,0,3137,0,40,39,<=50K
45564,26,4,253841,9,4,5,1,4,1,0,0,45,39,<=50K
45565,27,4,177955,3,4,9,2,4,0,2176,0,40,7,<=50K
45566,66,4,113323,13,2,10,0,4,1,20051,0,40,39,>50K
45567,38,4,320305,4,2,0,0,4,1,0,0,40,39,<=50K
45568,25,4,229287,13,4,3,2,4,0,0,0,25,39,<=50K
45569,19,4,100790,9,4,10,1,4,0,0,0,40,39,<=50K
45570,30,4,331419,12,4,2,1,4,1,4787,0,50,39,>50K
45571,22,4,171419,11,4,3,4,1,1,0,0,40,35,<=50K
45572,60,4,202226,10,0,2,3,4,1,0,0,44,39,>50K
45573,54,4,308087,10,2,13,0,4,1,0,1977,18,39,>50K
45574,46,4,220124,9,5,2,1,4,1,0,0,37,39,<=50K
45575,33,7,31703,10,4,8,3,4,1,0,0,40,39,<=50K
45576,51,1,153908,14,0,3,1,4,0,0,0,40,39,<=50K
45577,43,4,180599,15,2,10,0,4,1,15024,0,60,39,>50K
45578,18,3,252046,9,4,7,3,4,0,0,0,30,39,<=50K
45579,60,5,160062,9,2,4,0,4,1,0,0,25,39,<=50K
45580,39,6,148443,9,2,4,0,4,1,0,0,60,39,<=50K
45581,23,4,91733,13,4,13,3,4,0,3325,0,40,39,<=50K
45582,39,4,176634,12,4,13,1,4,0,0,0,40,39,<=50K
45583,40,1,74949,10,4,3,1,4,1,0,0,40,39,<=50K
45584,48,4,165484,10,2,3,0,4,1,0,0,65,39,>50K
45585,24,4,44738,9,4,5,2,4,1,0,0,40,39,<=50K
45586,32,4,130040,9,0,5,1,4,1,0,0,40,39,<=50K
45587,31,6,234537,10,2,2,0,4,1,0,0,60,39,<=50K
45588,39,4,179016,9,4,6,1,2,1,0,0,40,39,<=50K
45589,27,4,335421,14,4,3,3,4,0,0,0,40,39,<=50K
45590,45,7,312678,14,4,0,1,2,1,0,0,38,39,<=50K
45591,22,3,313786,9,0,7,2,2,0,0,0,40,39,<=50K
45592,31,4,198751,13,4,2,1,1,1,0,0,40,40,<=50K
45593,63,4,131519,9,0,3,1,4,0,0,0,40,39,<=50K
45594,45,4,285060,13,2,3,0,4,1,0,0,50,39,>50K
45595,28,7,189765,10,5,0,4,4,0,0,0,50,39,<=50K
45596,23,4,130905,13,4,12,3,4,0,0,0,40,39,<=50K
45597,50,4,146325,9,2,2,0,4,1,0,0,44,39,>50K
45598,33,4,102821,8,2,11,0,4,1,0,0,40,39,>50K
45599,22,3,137876,10,4,7,3,4,1,0,0,40,39,<=50K
45600,27,4,388998,13,4,12,1,4,1,13550,0,46,39,>50K
45601,29,4,82910,10,2,14,0,4,1,0,0,40,39,<=50K
45602,36,4,309122,9,0,0,4,4,0,0,0,35,39,<=50K
45603,60,4,532845,2,2,2,0,4,1,0,0,40,25,<=50K
45604,46,4,195833,13,2,14,0,4,1,0,0,50,27,<=50K
45605,67,3,98882,14,6,7,1,4,0,0,0,40,39,<=50K
45606,20,3,133515,10,4,7,3,4,0,0,0,15,9,<=50K
45607,23,4,55215,13,4,12,3,4,1,0,0,55,39,<=50K
45608,38,5,176357,9,2,3,0,4,1,0,0,50,39,>50K
45609,60,4,185836,15,2,3,0,4,1,0,0,40,39,>50K
45610,20,6,54152,10,4,2,1,4,0,0,0,35,39,<=50K
45611,37,4,212437,10,6,6,4,2,0,0,0,48,39,<=50K
45612,37,4,224566,9,4,2,4,4,1,0,0,40,39,<=50K
45613,58,4,200040,9,2,2,0,4,1,0,0,40,39,<=50K
45614,25,4,41526,13,4,2,3,4,1,0,0,30,1,<=50K
45615,27,4,89598,10,4,0,4,4,0,0,0,60,39,<=50K
45616,33,4,323811,10,2,6,0,4,1,0,0,55,39,>50K
45617,43,7,30824,10,0,0,1,4,0,0,0,40,39,<=50K
45618,21,0,181096,10,4,13,3,2,1,0,0,20,39,<=50K
45619,45,4,217953,9,2,2,0,3,1,0,0,40,25,<=50K
45620,44,4,222635,3,2,6,0,2,1,0,0,40,39,<=50K
45621,52,3,121942,4,2,7,0,4,1,0,0,40,39,<=50K
45622,53,4,346871,9,0,10,1,4,1,4787,0,46,39,>50K
45623,31,4,184889,9,4,8,3,2,0,0,0,20,39,<=50K
45624,18,0,101709,7,4,8,3,1,1,0,0,15,30,<=50K
45625,20,4,125010,9,4,8,3,4,0,0,0,30,39,<=50K
45626,32,4,53135,9,4,6,1,4,1,0,0,40,39,<=50K
45627,48,4,498328,6,2,14,0,2,1,0,0,40,39,<=50K
45628,46,4,604380,9,2,8,0,2,1,0,0,40,39,<=50K
45629,28,4,174327,9,2,6,0,4,1,0,0,50,39,<=50K
45630,27,6,357283,9,4,12,1,2,1,0,0,40,39,<=50K
45631,18,0,280728,10,4,12,3,4,0,0,0,32,39,<=50K
45632,69,6,185039,9,2,3,0,4,1,9386,0,12,39,>50K
45633,50,5,251240,14,2,12,0,4,1,0,0,40,39,>50K
45634,43,4,143046,9,2,6,5,4,0,0,0,40,11,<=50K
45635,32,4,210541,13,0,12,4,4,0,0,0,30,39,<=50K
45636,43,4,172364,9,5,3,1,4,0,0,0,48,39,<=50K
45637,52,6,138611,9,2,12,0,4,1,7688,0,55,39,>50K
45638,50,4,176227,13,2,3,0,4,1,0,0,40,27,>50K
45639,35,4,139647,10,0,3,1,4,0,0,0,40,39,<=50K
45640,20,3,174461,9,4,7,3,4,0,0,0,5,39,<=50K
45641,73,3,123345,9,6,7,1,4,0,0,0,65,39,<=50K
45642,46,4,164427,9,0,0,3,4,0,0,0,45,39,<=50K
45643,58,4,205235,9,2,14,0,4,1,0,0,60,39,<=50K
45644,46,5,192779,15,2,10,0,4,1,15024,0,60,39,>50K
45645,40,4,163434,9,4,2,1,4,1,0,0,50,39,<=50K
45646,25,4,264055,13,4,0,3,4,1,0,0,40,39,<=50K
45647,22,4,336215,12,4,0,1,4,0,0,0,25,39,<=50K
45648,33,0,78307,13,2,10,0,4,1,0,0,40,39,>50K
45649,49,0,233059,11,2,2,0,4,1,0,0,40,39,>50K
45650,62,4,91433,6,0,10,4,4,0,0,0,40,39,<=50K
45651,56,1,157525,10,0,11,1,2,1,0,0,48,39,<=50K
45652,24,4,86065,9,4,14,4,4,0,0,0,40,25,<=50K
45653,42,4,22831,9,4,8,1,4,0,0,0,40,39,<=50K
45654,41,4,180181,14,0,3,4,4,0,0,0,40,39,<=50K
45655,23,4,212617,13,4,8,1,4,1,0,0,66,6,<=50K
45656,22,3,125905,10,4,7,3,4,1,0,0,40,39,<=50K
45657,35,4,336793,13,4,0,2,4,1,0,0,40,39,<=50K
45658,42,4,314649,9,3,5,2,1,1,0,0,40,27,<=50K
45659,22,4,283969,9,4,6,3,4,1,0,0,40,25,<=50K
45660,32,6,35595,9,2,2,0,4,1,0,0,50,39,<=50K
45661,25,4,410240,9,4,2,3,4,1,0,0,40,39,<=50K
45662,66,4,178120,3,0,9,1,2,0,0,0,15,39,<=50K
45663,26,7,294400,9,2,11,0,4,1,0,0,38,39,<=50K
45664,46,4,65353,10,0,14,3,4,1,3325,0,55,39,<=50K
45665,55,4,189719,13,2,3,0,4,1,0,0,45,39,>50K
45666,24,4,23438,9,2,2,0,4,1,0,0,40,39,<=50K
45667,25,4,178037,9,4,12,4,4,1,0,0,40,39,<=50K
45668,22,4,109815,10,4,0,1,4,0,0,0,40,39,<=50K
45669,31,4,197860,9,4,8,1,4,1,0,0,40,39,<=50K
45670,30,4,271933,9,0,0,1,4,0,0,0,40,39,<=50K
45671,54,4,141663,9,4,8,1,4,1,0,0,15,39,<=50K
45672,19,3,199609,10,4,7,3,4,0,0,0,40,39,<=50K
45673,56,4,92215,5,0,2,1,4,0,0,0,40,39,<=50K
45674,47,4,93449,9,2,2,0,1,1,0,0,60,23,<=50K
45675,29,4,235393,9,2,2,0,2,1,0,0,40,39,<=50K
45676,53,4,151864,9,2,2,0,4,1,0,0,40,39,>50K
45677,22,4,189277,9,4,6,4,2,0,0,0,40,39,<=50K
45678,50,3,204577,13,2,7,0,2,1,0,1902,60,39,>50K
45679,42,4,344572,9,0,3,1,4,0,0,0,40,39,<=50K
45680,21,4,265356,10,4,12,2,4,1,0,0,40,39,<=50K
45681,36,5,166880,9,4,8,1,4,0,0,0,70,39,<=50K
45682,60,4,188650,3,2,12,0,4,1,0,0,40,27,<=50K
45683,69,4,213249,11,6,12,1,4,0,0,0,25,39,<=50K
45684,31,4,112627,9,2,14,0,0,1,0,0,40,39,<=50K
45685,48,4,125120,10,0,0,4,4,0,0,0,55,39,<=50K
45686,23,4,60409,9,4,3,1,4,0,0,0,40,39,<=50K
45687,24,4,243190,12,5,2,4,1,1,8614,0,40,39,>50K
45688,47,4,583755,9,2,0,0,2,1,0,0,40,39,>50K
45689,36,4,68089,9,4,6,4,0,0,0,0,40,39,<=50K
45690,39,4,306646,12,2,3,0,4,1,0,0,50,39,>50K
45691,22,4,186573,9,4,14,1,4,0,0,0,46,39,<=50K
45692,27,4,279580,13,4,12,1,4,1,10520,0,45,39,>50K
45693,36,4,437909,9,2,6,0,4,1,0,0,40,39,<=50K
45694,54,4,420691,2,2,8,0,4,1,0,0,40,25,<=50K
45695,33,0,94193,9,0,0,4,4,0,0,0,40,39,<=50K
45696,42,4,154076,9,2,10,0,4,1,7688,0,50,39,>50K
45697,52,4,145879,10,2,12,0,4,1,0,0,65,39,>50K
45698,23,4,208946,13,4,12,3,4,1,0,0,32,39,<=50K
45699,33,4,231826,2,2,5,0,4,1,0,0,40,25,<=50K
45700,30,4,178587,11,0,0,1,4,0,0,0,38,39,<=50K
45701,35,4,213208,11,2,13,0,2,1,0,0,38,22,>50K
45702,35,3,139770,11,2,7,5,4,0,0,0,20,39,<=50K
45703,27,4,153869,9,4,5,3,4,1,0,0,37,39,<=50K
45704,24,4,88676,9,4,8,3,4,1,0,0,35,39,<=50K
45705,44,1,151089,9,2,6,0,4,1,0,0,40,39,>50K
45706,62,4,138621,11,5,9,1,2,0,0,0,20,39,<=50K
45707,45,4,30457,13,2,3,0,4,1,15024,0,40,39,>50K
45708,75,6,213349,9,2,4,0,4,1,0,0,20,39,<=50K
45709,47,4,192776,13,2,10,0,4,1,0,0,50,39,>50K
45710,64,4,192884,15,2,3,0,4,1,0,0,60,39,>50K
45711,54,4,103024,9,0,13,1,4,1,0,0,42,39,<=50K
45712,41,0,510072,13,2,3,0,4,1,0,0,40,39,>50K
45713,33,4,178615,12,2,2,0,4,1,0,0,40,39,>50K
45714,20,4,249956,10,4,0,3,4,0,0,0,10,39,<=50K
45715,51,4,177705,13,0,12,1,4,1,0,0,50,39,<=50K
45716,45,5,121124,15,4,2,1,4,1,0,0,50,39,>50K
45717,18,3,25837,7,4,7,3,4,1,0,0,72,39,<=50K
45718,43,4,557349,6,2,14,0,4,1,0,0,40,41,<=50K
45719,30,4,89735,9,4,2,3,4,1,0,1504,40,39,<=50K
45720,32,4,222548,9,0,0,3,4,0,0,0,40,39,<=50K
45721,45,4,47314,10,2,2,0,4,1,0,1902,40,27,>50K
45722,61,4,316359,10,0,12,1,4,0,0,0,40,39,<=50K
45723,21,4,200089,2,2,8,2,4,1,0,0,40,8,<=50K
45724,56,4,271795,7,0,2,1,4,1,0,0,49,39,<=50K
45725,28,4,31801,9,4,5,2,4,1,0,0,60,39,<=50K
45726,23,4,196508,10,4,5,3,2,0,0,0,40,39,<=50K
45727,55,4,189933,10,2,14,0,4,1,0,0,84,39,<=50K
45728,27,3,501172,10,2,7,0,4,1,0,419,20,25,<=50K
45729,33,4,361497,9,4,14,1,4,1,0,0,70,39,<=50K
45730,22,4,150175,10,4,0,3,4,0,0,0,20,39,<=50K
45731,43,1,155106,11,2,3,0,4,1,0,0,40,39,>50K
45732,32,6,62272,9,0,3,4,4,0,0,0,40,39,<=50K
45733,38,4,189916,10,2,12,5,4,0,0,0,40,39,<=50K
45734,18,4,324011,5,4,4,3,4,1,0,0,20,39,<=50K
45735,35,4,105803,10,2,2,0,4,1,0,0,50,39,>50K
45736,67,3,53588,9,6,7,1,4,0,0,0,40,39,<=50K
45737,29,4,107998,9,0,6,3,4,0,0,0,40,39,<=50K
45738,19,4,340567,2,4,5,1,4,1,0,0,55,25,<=50K
45739,39,4,167777,7,2,2,0,4,1,0,0,35,39,<=50K
45740,29,4,228860,10,2,3,0,4,1,0,1887,50,39,>50K
45741,45,5,40666,15,2,10,0,4,1,0,0,55,39,>50K
45742,44,4,277488,10,2,6,0,4,1,3103,0,40,39,>50K
45743,42,1,195897,4,2,2,0,4,1,0,0,40,39,<=50K
45744,34,4,242984,13,4,12,1,4,1,0,0,40,39,<=50K
45745,52,1,236497,13,2,13,0,4,1,0,0,40,39,>50K
45746,18,3,312634,7,4,7,3,4,1,0,0,25,39,<=50K
45747,64,4,59829,9,2,4,0,4,1,0,0,25,9,<=50K
45748,30,4,24292,13,2,12,0,4,1,0,0,45,39,>50K
45749,43,1,180407,13,0,3,4,4,1,0,0,42,10,>50K
45750,49,6,121238,10,4,2,4,4,1,0,0,40,39,<=50K
45751,35,4,281982,10,2,10,0,4,1,0,0,40,39,>50K
45752,37,6,348739,15,2,10,0,4,1,0,0,50,39,>50K
45753,49,4,194189,4,2,5,0,4,1,0,0,40,39,<=50K
45754,19,4,329130,7,5,8,3,4,0,0,0,40,39,<=50K
45755,22,4,205939,13,4,3,3,4,1,2202,0,4,39,<=50K
45756,31,4,62165,9,4,8,3,2,1,0,0,40,39,<=50K
45757,26,4,224361,10,2,2,0,4,1,0,0,40,39,<=50K
45758,44,4,34722,10,2,12,0,4,1,0,0,55,39,>50K
45759,38,4,175972,10,2,8,5,4,0,0,0,40,39,<=50K
45760,33,6,359428,9,2,12,0,4,1,0,0,60,39,<=50K
45761,24,3,138504,9,5,7,4,2,0,0,0,37,39,<=50K
45762,18,4,268952,8,4,8,3,4,1,0,0,20,39,<=50K
45763,32,4,257978,11,6,13,4,2,0,0,0,40,39,<=50K
45764,27,4,118799,9,0,0,1,4,0,0,0,40,39,<=50K
45765,28,7,78356,14,2,3,0,2,1,0,0,40,22,<=50K
45766,30,6,609789,11,4,2,1,4,1,0,0,40,39,<=50K
45767,33,4,123157,9,4,8,1,2,1,0,0,38,39,<=50K
45768,74,4,84197,14,0,12,1,4,0,0,0,10,39,<=50K
45769,36,4,162312,9,4,2,1,1,1,0,0,70,35,<=50K
45770,36,4,138441,12,2,13,0,4,1,0,0,55,39,>50K
45771,29,4,239753,9,2,0,5,4,0,0,2057,20,39,<=50K
45772,39,4,262158,13,0,3,4,4,0,0,0,45,39,<=50K
45773,25,5,133373,13,4,12,1,4,1,0,0,80,39,<=50K
45774,21,4,57916,9,5,4,3,4,1,0,0,40,39,<=50K
45775,39,7,142897,11,4,3,4,4,0,0,0,50,39,<=50K
45776,38,4,161016,10,0,10,1,4,0,0,0,32,39,<=50K
45777,20,4,227491,9,4,12,1,1,0,0,0,25,39,<=50K
45778,51,4,306790,9,0,2,1,4,1,0,0,40,39,<=50K
45779,21,4,33831,9,4,0,4,4,0,0,0,40,39,<=50K
45780,36,4,188972,10,4,10,1,4,0,0,0,40,39,<=50K
45781,50,4,313546,9,5,8,4,2,0,0,0,40,39,<=50K
45782,38,4,220585,9,2,3,0,4,1,0,0,55,39,>50K
45783,25,1,476599,13,4,10,1,4,0,0,0,40,39,<=50K
45784,23,4,163665,10,4,12,3,4,0,0,0,15,39,<=50K
45785,36,4,306646,13,2,3,0,4,1,0,0,55,39,>50K
45786,41,4,206470,13,2,10,0,4,1,0,0,40,10,>50K
45787,34,4,169583,14,4,3,1,4,0,0,0,50,39,>50K
45788,19,7,127085,10,4,8,3,4,1,0,0,10,39,<=50K
45789,18,4,152044,6,4,8,3,4,0,0,0,3,39,<=50K
45790,36,4,111387,6,0,12,3,4,1,0,0,40,39,<=50K
45791,46,4,102318,10,2,14,0,4,1,0,1887,40,39,>50K
45792,29,4,213692,10,4,2,3,4,1,0,0,45,39,<=50K
45793,23,4,163665,9,4,3,1,4,0,0,0,32,39,<=50K
45794,35,4,30529,9,2,5,0,4,1,0,0,40,39,<=50K
45795,35,4,290226,9,4,14,3,4,1,0,0,40,39,<=50K
45796,40,4,182136,9,2,14,0,4,1,0,0,40,39,<=50K
45797,22,4,73266,10,4,14,3,1,1,0,0,40,39,<=50K
45798,19,7,60412,10,4,0,3,4,0,0,0,15,39,<=50K
45799,70,4,187891,7,2,14,0,4,1,0,0,40,39,<=50K
45800,38,4,194304,10,0,14,1,2,1,0,0,55,39,<=50K
45801,35,4,160910,10,2,12,0,4,1,0,0,50,39,>50K
45802,25,4,148300,10,4,8,3,4,0,0,0,35,39,<=50K
45803,39,4,165743,10,2,2,0,4,1,0,0,45,39,>50K
45804,50,4,123174,16,2,10,0,2,1,0,0,37,27,>50K
45805,43,4,184018,12,2,10,0,4,1,0,0,50,39,>50K
45806,37,0,188069,10,2,0,0,4,1,0,0,40,30,>50K
45807,51,4,138852,9,2,8,0,4,1,7298,0,40,7,>50K
45808,29,3,78529,6,5,7,4,4,0,0,0,12,39,<=50K
45809,20,4,164441,9,4,8,3,2,1,0,0,40,39,<=50K
45810,21,4,199419,10,4,0,1,4,0,0,0,40,39,<=50K
45811,47,4,181342,9,2,5,5,2,0,0,0,40,39,<=50K
45812,44,4,173382,12,0,13,4,4,0,0,0,40,39,<=50K
